Gene	Product	Virulence?
tehB	tellurite methyltransferase	No
tesA	multifunctional acyl-CoA thioesterase I and	No
tesB	acyl-CoA thioesterase II	No
tfaD	putative tail fiber assembly protein TfaD	No
tfaE	putative tail fiber assembly protein TfaE	No
tfaP	putative tail fiber assembly protein TfaP	No
tfaQ	putative tail fiber assembly protein TfaQ	No
tfaR	putative tail fiber assembly protein TfaR	No
tfaX	protein TfaX	No
tff	putative small RNA T44	No
tgt	tRNA-guanine transglycosylase	No
thiB	thiamine ABC transporter periplasmic binding	No
thiC	phosphomethylpyrimidine synthase	No
thiD	bifunctional hydroxymethylpyrimidine	No
thiE	thiamine phosphate synthase	No
thiF	sulfur carrier protein ThiS adenylyltransferase	No
thiG	1-deoxy-D-xylulose 5-phosphate:thiol	No
thiH	2-iminoacetate synthase	No
thiI	tRNA uridine 4-sulfurtransferase	No
thiK	thiamine kinase	No
thiL	thiamine monophosphate kinase	No
thiM	hydroxyethylthiazole kinase	No
thiP	thiamine ABC transporter membrane subunit	No
thiQ	thiamine ABC transporter ATP binding subunit	No
thiS	sulfur carrier protein ThiS	No
thpR	RNA 2',3'-cyclic phosphodiesterase	No
thrA	fused aspartate kinase/homoserine dehydrogenase	No
thrB	homoserine kinase	No
thrC	threonine synthase	No
thrL	thr operon leader peptide	No
thrP	threonine/serine:H(+) symporter ThrP	No
thrS	threonine--tRNA ligase	No
thrT	tRNA-Thr	No
thrU	tRNA-Thr	No
thrV	tRNA-Thr	No
thrW	tRNA-Thr	No
thyA	thymidylate synthase	No
tig	trigger factor	No
tilS	tRNA(Ile)-lysidine synthetase	No
timP	putative toxic protein TimP	No
timR	putative small regulatory RNA TimR	No
tisB	membrane-depolarizing toxin TisB	Yes
tktA	transketolase 1	No
tktB	transketolase 2	No
tldD	metalloprotease subunit TldD	No
tldE	metalloprotease subunit TldE	No
tmaR	PTS system regulator TmaR	No
tmcA	tRNA(Met) cytidine acetyltransferase	No
tmk	Tmk	No
tnaA	tryptophanase	No
tnaB	tryptophan:H(+) symporter TnaB	No
tnaC	tnaAB operon leader peptide	No
tolA	Tol-Pal system protein TolA	No
tolB	Tol-Pal system periplasmic protein TolB	No
tolC	outer membrane channel TolC	No
tolQ	Tol-Pal system protein TolQ	No
tolR	Tol-Pal system protein TolR	No
tomB	Hha toxicity modulator TomB	No
tonB	Ton complex subunit TonB	No
topA	DNA topoisomerase I	No
topAI	toxin of the TopAI-YjhQ toxin-antitoxin system,	Yes
topB	DNA topoisomerase III	No
torA	trimethylamine N-oxide reductase 1	No
torC	cytochrome c menaquinol dehydrogenase TorC	No
torD	trimethylamine-N-oxide reductase-specific	No
torI	prophage CPS-53 recombination directionality	No
torR	DNA-binding transcriptional dual regulator TorR	No
torS	sensor histidine kinase TorS	No
torT	periplasmic trimethylamine-N-oxide binding	No
torY	cytochrome c quinol dehydrogenase TorY	No
torZ	trimethylamine N-oxide reductase 2	No
tpiA	triose-phosphate isomerase	No
tpr	protamine-like protein	No
tpx	lipid hydroperoxide peroxidase	No
tqsA	autoinducer 2 exporter	No
treA	periplasmic trehalase	No
treB	trehalose-specific PTS enzyme IIBC component	No
treC	trehalose-6-phosphate hydrolase	No
treF	cytoplasmic trehalase	No
treR	DNA-binding transcriptional repressor TreR	No
trg	methyl-accepting chemotaxis protein Trg	No
trhA	transmembrane homeostasis protein A	No
trhO	tRNA U34 hydroxylase TrhO	No
trhP	tRNA wobble base hydroxylation protein TrhP	No
trkA	NAD-binding component of Trk potassium	No
trkG	Na(+)-dependent K(+) transporter TrkG	No
trkH	K(+) transporter TrkH	No
trmA	tRNA m(5)U54 methyltransferase	No
trmB	tRNA m(7)G46 methyltransferase	No
trmD	tRNA m(1)G37 methyltransferase	No
trmH	tRNA (Gm18) 2'-O-methyltransferase	No
trmJ	tRNA Cm32/Um32 methyltransferase	No
trmL	tRNA (cytidine/uridine-2'-O)-ribose	No
trmO	tRNA m(6)t(6)A37 methyltransferase	No
trpA	tryptophan synthase subunit alpha	No
trpB	tryptophan synthase subunit beta	No
trpC	fused indole-3-glycerol phosphate	No
trpD	anthranilate synthase subunit TrpD	No
trpE	anthranilate synthase subunit TrpE	No
trpL	trp operon leader peptide	No
trpR	DNA-binding transcriptional repressor TrpR	No
trpS	tryptophan--tRNA ligase	No
trpT	tRNA-Trp	No
truA	tRNA pseudouridine(38-40) synthase	No
truB	tRNA pseudouridine(55) synthase	No
truC	tRNA pseudouridine(65) synthase	No
truD	tRNA pseudouridine(13) synthase	No
trxA	thioredoxin 1	No
trxB	thioredoxin reductase	No
trxC	thioredoxin 2	No
tsaB	N(6)-L-threonylcarbamoyladenine synthase, TsaB	No
tsaC	L-threonylcarbamoyladenylate synthase	No
tsaD	N(6)-L-threonylcarbamoyladenine synthase, TsaD	No
tsaE	N(6)-L-threonylcarbamoyladenine synthase, TsaE	No
tsf	protein chain elongation factor EF-Ts	No
tsgA	putative transporter TsgA	No
tsr	methyl-accepting chemotaxis protein Tsr	No
tsuA	thiosulfate transporter	No
tsuB	putative thiosulfate sulfurtransferase	No
tsx	nucleoside-specific channel-forming protein Tsx	No
ttcA	tRNA cytosine(32) 2-sulfurtransferase TtcA	No
ttdA	L(+)-tartrate dehydratase subunit alpha	No
ttdB	L(+)-tartrate dehydratase subunit beta	No
ttdR	DNA-binding transcriptional activator Dan	No
ttdT	L-tartrate:succinate antiporter	No
tufA	translation elongation factor Tu 1	No
tufB	translation elongation factor Tu 2	No
tus	DNA replication terminus site-binding protein	No
tusA	sulfur transfer protein TusA	No
tusB	sulfurtransferase complex subunit TusB	No
tusC	sulfurtransferase complex subunit TusC	No
tusD	sulfurtransferase complex subunit TusD	No
tusE	sulfur transfer protein TusE	No
tynA	copper-containing amine oxidase	No
tyrA	fused chorismate mutase/prephenate	No
tyrB	tyrosine aminotransferase	No
tyrP	tyrosine:H(+) symporter	No
tyrR	DNA-binding transcriptional dual regulator TyrR	No
tyrS	tyrosine--tRNA ligase	No
tyrT	tRNA-Tyr	No
tyrU	tRNA-Tyr	No
tyrV	tRNA-Tyr	No
uacT	urate:H(+) symporter	No
ubiA	4-hydroxybenzoate octaprenyltransferase	No
ubiB	ubiquinone biosynthesis protein UbiB	No
ubiC	chorismate lyase	No
ubiD	3-octaprenyl-4-hydroxybenzoate decarboxylase	No
ubiE	bifunctional	No
ubiF	3-demethoxyubiquinol 3-hydroxylase	No
ubiG	bifunctional 3-demethylubiquinone-8	No
ubiH	2-octaprenyl-6-methoxyphenol 4-hydroxylase	No
ubiI	2-octaprenylphenol 6-hydroxylase	No
ubiJ	ubiquinone biosynthesis accessory factor UbiJ	No
ubiK	ubiquinone biosynthesis accessory factor UbiK	No
ubiT	anaerobic ubiquinone biosynthesis accessory	No
ubiU	ubiquinone biosynthesis protein UbiU	No
ubiV	ubiquinone biosynthesis protein UbiV	No
ubiX	flavin prenyltransferase	No
ucpA	oxidoreductase UcpA	No
udk	uridine/cytidine kinase	No
udp	uridine phosphorylase	No
ugd	UDP-glucose 6-dehydrogenase	No
ugpA	sn-glycerol 3-phosphate ABC transporter membrane	No
ugpB	sn-glycerol 3-phosphate ABC transporter	No
ugpC	sn-glycerol 3-phosphate ABC transporter ATP	No
ugpE	sn-glycerol 3-phosphate ABC transporter membrane	No
ugpQ	glycerophosphodiester phosphodiesterase UgpQ	No
uhpA	DNA-binding transcriptional activator UhpA	No
uhpB	sensor histidine kinase UhpB	No
uhpC	inner membrane protein sensing	No
uhpT	hexose-6-phosphate:phosphate antiporter	No
uhpU	small RNA UhpU	No
uidA	beta-glucuronidase	No
uidB	glucuronide:H(+) symporter	No
uidC	outer membrane porin family protein UidC	No
uidR	DNA-binding transcriptional repressor UidR	No
ulaA	L-ascorbate specific PTS enzyme IIC component	No
ulaB	L-ascorbate specific PTS enzyme IIB component	No
ulaC	L-ascorbate specific PTS enzyme IIA component	No
ulaD	3-keto-L-gulonate-6-phosphate decarboxylase	No
ulaE	L-ribulose-5-phosphate 3-epimerase UlaE	No
ulaF	L-ribulose-5-phosphate 4-epimerase UlaF	No
ulaG	L-ascorbate-6-phosphate lactonase	No
ulaR	DNA-binding transcriptional repressor UlaR	No
umpG	broad specificity 5'(3')-nucleotidase and	No
umpH	UMP phosphatase	No
umuC	DNA polymerase V catalytic protein	No
umuD	DNA polymerase V protein UmuD	No
ung	uracil-DNA glycosylase	No
uof	RyhB-regulated fur leader peptide	No
upp	uracil phosphoribosyltransferase	No
uraA	uracil:H(+) symporter UraA	No
usg	putative semialdehyde dehydrogenase Usg	No
ushA	5'-nucleotidase/UDP-sugar hydrolase	No
uspA	universal stress protein A	No
uspB	universal stress protein B	No
uspC	universal stress protein C	No
uspD	universal stress protein D	No
uspE	universal stress protein E	No
uspF	universal stress protein F	No
uspG	universal stress protein G	No
uup	ATP-binding protein Uup	No
uvrA	UvrABC excision nuclease subunit A	No
uvrB	UvrABC excision nuclease subunit B	No
uvrC	UvrABC excision nuclease subunit C	No
uvrD	DNA helicase II	No
uvrY	DNA-binding transcriptional activator UvrY	No
uxaA	D-altronate dehydratase	No
uxaB	tagaturonate reductase	No
uxaC	D-glucoronate/D-galacturonate isomerase	No
uxuA	D-mannonate dehydratase	No
uxuB	D-mannonate oxidoreductase	No
uxuR	DNA-binding transcriptional repressor UxuR	No
valS	valine--tRNA ligase	No
valT	tRNA-Val	No
valU	tRNA-Val	No
valV	tRNA-Val	No
valW	tRNA-Val	No
valX	tRNA-Val	No
valY	tRNA-Val	No
valZ	tRNA-Val	No
ves	HutD family protein Ves	No
viaA	protein ViaA	No
vsr	DNA mismatch endonuclease Vsr	No
waaA	KDO transferase	No
waaB	UDP-D-galactose:(glucosyl)lipopolysaccharide-1,	No
waaC	ADP-heptose:LPS heptosyltransferase 1	No
waaF	ADP-heptose--LPS heptosyltransferase 2	No
waaG	lipopolysaccharide glucosyltransferase I	No
waaH	UDP-glucuronate:LPS(HepIII) glycosyltransferase	No
waaJ	UDP-glucose:(glucosyl)LPS	No
waaL	O-antigen ligase	No
waaO	UDP-D-glucose:(glucosyl)LPS	No
waaP	lipopolysaccharide core heptose (I) kinase	No
waaQ	lipopolysaccharide core heptosyltransferase 3	No
waaS	lipopolysaccharide core biosynthesis protein	No
waaU	putative ADP-heptose:LPS heptosyltransferase 4	No
waaY	lipopolysaccharide core heptose (II) kinase	No
waaZ	lipopolysaccharide core biosynthesis protein	No
wbbH	putative O-antigen polymerase	No
wbbI	beta-1,6-galactofuranosyltransferase WbbI	No
wbbJ	putative lipopolysaccharide biosynthesis	No
wbbK	putative glycosyltransferase WbbK	No
wbbL	interrupted rhamnosyltransferase WbbL	No
wcaA	UDP-glucuronate:2-O-Ac-beta-D-Gal-(1->3)-alpha-	No
wcaB	colanic acid biosynthesis acetyltransferase	No
wcaC	colanic acid biosynthesis galactosyltransferase	No
wcaD	colanic acid polymerase	No
wcaE	GDP-Fuc:2/3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-	No
wcaF	colanic acid biosynthesis acetyltransferase	No
wcaI	colanic acid biosynthesis fucosyltransferase	No
wcaJ	UDP-glucose:undecaprenyl-phosphate	No
wcaK	colanic acid biosynthesis pyruvyl transferase	No
wcaL	putative colanic acid biosynthesis glycosyl	No
wcaM	putative colanic acid biosynthesis protein WcaM	No
wecA	UDP-N-acetylglucosamine--undecaprenyl-phosphate	No
wecB	UDP-N-acetylglucosamine 2-epimerase	No
wecC	UDP-N-acetyl-D-mannosamine dehydrogenase	No
wecE	dTDP-4-dehydro-6-deoxy-D-glucose transaminase	No
wecF	TDP-N-acetylfucosamine:lipid II	No
wecH	O-acetyltransferase WecH	No
wrbA	NAD(P)H:quinone oxidoreductase	No
wza	outer membrane polysaccharide export protein	No
wzb	protein-tyrosine phosphatase	No
wzc	protein-tyrosine kinase Wzc	No
wzxC	colanic acid repeat unit flippase	No
wzxE	lipid IIIECA flippase	No
wzyE	enterobacterial common antigen polymerase	No
wzzB	O-antigen co-polymerase	No
wzzE	enterobacterial common antigen polysaccharide	No
xanP	xanthine:H(+) symporter XanP	No
xanQ	xanthine:H(+) symporter XanQ	No
xapA	xanthosine phosphorylase	No
xapB	xanthosine:H(+) symporter XapB	No
xapR	DNA-binding transcriptional activator XapR	No
xdhA	putative xanthine dehydrogenase	No
xdhB	putative xanthine dehydrogenase FAD-binding	No
xdhC	putative xanthine dehydrogenase [Fe-S]-binding	No
xdhD	fused putative xanthine/hypoxanthine oxidase:	No
xerC	site-specific tyrosine recombinase	No
xerD	site-specific recombinase	No
xisE	putative excisionase	No
xisR	excisionase	No
xseA	exodeoxyribonuclease VII subunit XseA	No
xseB	exodeoxyribonuclease VII subunit XseB	No
xthA	exodeoxyribonuclease III	No
xtpA	putative transcriptional regulator XtpA	No
xylA	xylose isomerase	No
xylB	xylulokinase	No
xylE	D-xylose:H(+) symporter	No
xylF	xylose ABC transporter periplasmic binding	No
xylG	xylose ABC transporter ATP binding subunit	No
xylH	xylose ABC transporter membrane subunit	No
xylR	DNA-binding transcriptional dual regulator XylR	No
xylZ	small RNA XylZ	No
xynR	DNA-binding transcriptional repressor XynR	No
yaaA	DNA binding and peroxide stress response protein	No
yaaI	DUF2541 domain-containing protein YaaI	No
yaaJ	putative transporter YaaJ	No
yaaU	putative transporter YaaU	No
yaaW	putative enzyme-specific chaperone YaaW	No
yaaX	DUF2502 domain-containing protein YaaX	No
yaaY	DUF2575 domain-containing protein YaaY	No
yabI	DedA family protein YabI	No
yabP	putative uncharacterized protein YabP	No
yabQ	protein YabQ	No
yabR	protein YabR	No
yacC	putative lipoprotein YacC	No
yacG	DNA gyrase inhibitor YacG	No
yacH	DUF3300 domain-containing protein YacH	No
yacL	PF06062 family protein YacL	No
yacM	protein YacM	No
yadC	fimbrial tip-adhesin YadC	No
yadE	putative polysaccharide deacetylase lipoprotein	No
yadG	putative ABC transporter ATP-binding protein	No
yadH	putative ABC transporter membrane subunit YadH	No
yadI	putative PTS enzyme IIA component YadI	No
yadK	putative fimbrial protein YadK	No
yadL	putative fimbrial protein YadL	No
yadM	putative fimbrial protein YadM	No
yadN	putative fimbrial protein YadN	No
yadS	PF03458 family protein YadS	No
yadV	putative fimbrial chaperone YadV	No
yadW	protein YadW	No
yadX	protein YadX	No
yaeF	peptidase C92 family protein YaeF	No
yaeH	DUF3461 domain-containing protein YaeH	No
yaeI	phosphodiesterase YaeI	No
yaeP	PF06786 family protein YaeP	No
yaeQ	uncharacterized protein YaeQ	No
yaeR	VOC domain-containing protein YaeR	No
yafC	DNA-binding transcriptional regulator YafC	No
yafD	endonuclease/exonuclease/phosphatase	No
yafE	putative S-adenosylmethionine-dependent	No
yafJ	putative glutamine amidotransferase YafJ	No
yafL	NlpC/P60 family protein YafL	No
yafN	antitoxin YafN	Yes
yafO	ribosome-dependent mRNA interferase toxin YafO	Yes
yafP	putative N-acetyltransferase YafP	No
yafQ	ribosome-dependent mRNA interferase toxin YafQ	Yes
yafS	putative S-adenosyl-L-methionine-dependent	No
yafT	lipoprotein YafT	No
yafV	2-oxoglutaramate amidase	No
yafW	antitoxin of the YkfI-YafW toxin-antitoxin pair	Yes
yafX	protein YafX	No
yafY	inner membrane lipoprotein YafY	No
yafZ	DUF932 domain-containing protein YafZ	No
yagA	integrase core domain-containing protein YagA	No
yagB	orphan antitoxin YagB	Yes
yagE	2-dehydro-3-deoxygluconate aldolase	No
yagF	D-xylonate dehydratase	No
yagG	putative D-xylonate transporter YagG	No
yagH	putative xylosidase/arabinosidase	No
yagJ	protein YagJ	No
yagK	uncharacterized protein YagK	No
yagL	resolvase-like catalytic domain-containing	No
yagM	protein YagM	No
yagN	protein YagN	No
yagP	putative LysR family substrate binding	No
yagU	DUF1440 domain-containing inner membrane protein	No
yahB	putative LysR-type DNA-binding transcriptional	No
yahC	uncharacterized protein YahC	No
yahD	ankyrin repeat-containing protein YahD	No
yahE	DUF2877 domain-containing protein YahE	No
yahF	putative acyl-CoA synthetase YahF	No
yahG	DUF1116 domain-containing protein YahG	No
yahH	putative uncharacterized protein YahH	No
yahI	carbamate kinase-like protein YahI	No
yahJ	amidohydrolase family protein YahJ	No
yahK	aldehyde reductase, NADPH-dependent	No
yahL	uncharacterized protein YahL	No
yahM	uncharacterized protein YahM	No
yahN	putative amino acid exporter YahN	No
yahO	DUF1471 domain-containing protein YahO	No
yahV	protein YahV	No
yaiA	protein YaiA	No
yaiI	DUF188 domain-containing protein YaiI	No
yaiL	DUF2058 domain-containing protein YaiL	No
yaiO	outer membrane protein YaiO	No
yaiP	putative glucosyltransferase	No
yaiS	putative deacetylase YaiS	No
yaiT	putative autotransporter YaiT	No
yaiW	surface-exposed outer membrane lipoprotein	No
yaiX	putative acyltransferase, N-terminal fragment	No
yaiY	DUF2755 domain-containing inner membrane protein	No
yaiZ	DUF2754 domain-containing protein YaiZ	No
yajC	Sec translocon accessory complex subunit YajC	No
yajD	HNH nuclease family protein YajD	No
yajG	putative lipoprotein YajG	No
yajI	putative lipoprotein YajI	No
yajL	protein/nucleic acid deglycase 3	No
yajO	1-deoxyxylulose-5-phosphate synthase YajO	No
yajQ	nucleotide binding protein YajQ	No
yajR	putative transport protein YajR	No
ybaA	DUF1428 domain-containing protein YbaA	No
ybaB	putative nucleoid-associated protein YbaB	No
ybaE	uncharacterized protein YbaE	No
ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	No
ybaL	putative transporter YbaL	No
ybaM	DUF2496 domain-containing protein YbaM	No
ybaN	DUF454 domain-containing inner membrane protein	No
ybaP	TraB family protein YbaP	No
ybaQ	DNA-binding transcriptional regulator YbaQ	No
ybaT	putative transporter YbaT	No
ybaV	helix-hairpin-helix 3 family protein	No
ybaY	PF09619 family lipoprotein YbaY	No
ybaZ	DNA base-flipping protein	No
ybbA	putative ABC transporter ATP-binding protein	No
ybbC	PF15631 family protein YbbC	No
ybbJ	NfeD-like family protein YbbJ	No
ybbO	NADP(+)-dependent aldehyde reductase YbbO	No
ybbP	putative ABC transporter membrane subunit YbbP	No
ybbY	putative purine transporter	No
ybcF	putative carbamate kinase	No
ybcH	putative exopolysaccharide secretion system	No
ybcI	PF04307 family inner membrane protein YbcI	No
ybcJ	putative RNA-binding protein YbcJ	No
ybcK	putative recombinase YbcK	No
ybcL	periplasmic protein YbcL	No
ybcM	putative DNA-binding transcriptional regulator	No
ybcN	DNA base-flipping protein	No
ybcO	putative nuclease YbcO	No
ybcV	DUF1398 domain-containing protein YbcV	No
ybcW	uncharacterized protein YbcW	No
ybdD	PF04328 family protein YbdD	No
ybdF	PF04237 family protein YbdF	No
ybdG	miniconductance mechanosensitive channel YbdG	No
ybdJ	DUF1158 domain-containing protein YbdJ	No
ybdK	putative glutamate--cysteine ligase 2	No
ybdL	methionine transaminase	No
ybdM	ParB-like nuclease domain-containing protein	No
ybdN	putative PAPS reductase/DUF3440	No
ybdR	putative Zn(2(+))-dependent alcohol	No
ybdZ	enterobactin biosynthesis protein YbdZ	No
ybeD	DUF493 domain-containing protein YbeD	No
ybeF	putative DNA-binding transcriptional regulator	No
ybeL	DUF1451 domain-containing protein YbeL	No
ybeQ	Sel1 repeat-containing protein YbeQ	No
ybeR	DUF1266 domain-containing protein YbeR	No
ybeT	Sel1 repeat-containing protein YbeT	No
ybeU	DUF1266 domain-containing protein YbeU	No
ybeX	CorC-HlyC family protein YbeX	No
ybeY	endoribonuclease YbeY	No
ybeZ	PhoH-like protein	No
ybfA	DUF2517 domain-containing protein YbfA	No
ybfB	uncharacterized protein YbfB	No
ybfC	uncharacterized protein YbfC	No
ybfD	H repeat-associated putative transposase YbfD	No
ybfE	ribbon-helix-helix domain-containing protein	No
ybfF	esterase	No
ybfP	lipoprotein YbfP	No
ybfQ	inactive transposase YbfQ	No
ybgA	DUF1722 domain-containing protein YbgA	No
ybgC	esterase/thioesterase	No
ybgD	putative fimbrial protein YbgD	No
ybgE	PF09600 family protein YbgE	No
ybgI	radiation resistance protein YbgI	No
ybgO	putative fimbrial protein YbgO	No
ybgP	putative fimbrial chaperone YbgP	No
ybgQ	putative fimbrial usher protein YbgQ	No
ybgS	PF13985 family protein YbgS	No
ybgU	protein YbgU	No
ybgV	protein YbgV	No
ybhA	pyridoxal phosphate/fructose-1,6-bisphosphate	No
ybhB	putative kinase inhibitor	No
ybhC	outer membrane lipoprotein YbhC	No
ybhD	putative DNA-binding transcriptional regulator	No
ybhF	ABC exporter ATP binding subunit YbhF	No
ybhG	HlyD_D23 family protein YbhG	No
ybhH	putative isomerase YbhH	No
ybhI	putative tricarboxylate transporter	No
